"UserID"	"WindowID"	"Split"	"ApplicationDate"	"JobID"
919652	"1"	"Train"	2012-04-07 01:10:07	784720
919652	"1"	"Train"	2012-04-07 01:10:07	1001349
112778	"1"	"Train"	2012-04-07 01:10:28	368403
1449354	"1"	"Test"	2012-04-07 01:11:06	563205
1292387	"1"	"Train"	2012-04-07 01:11:56	963480
679785	"1"	"Train"	2012-04-07 01:12:59	511569
1449354	"1"	"Test"	2012-04-07 01:13:02	246423
112778	"1"	"Train"	2012-04-07 01:15:06	102599
378247	"1"	"Test"	2012-04-07 01:17:17	170444
378247	"1"	"Test"	2012-04-07 01:17:19	225507
378247	"1"	"Test"	2012-04-07 01:17:20	1027857
1405598	"1"	"Train"	2012-04-07 01:17:40	707387
112778	"1"	"Train"	2012-04-07 01:18:26	936721
1405598	"1"	"Train"	2012-04-07 01:19:13	749928
679785	"1"	"Train"	2012-04-07 01:19:27	601325
1405598	"1"	"Train"	2012-04-07 01:20:03	450116
421099	"1"	"Train"	2012-04-07 01:20:53	204103
679785	"1"	"Train"	2012-04-07 01:21:16	201339
1292387	"1"	"Train"	2012-04-07 01:21:21	224102
1292387	"1"	"Train"	2012-04-07 01:21:22	686760
1292387	"1"	"Train"	2012-04-07 01:21:22	327827
1292387	"1"	"Train"	2012-04-07 01:21:22	153350
1292387	"1"	"Train"	2012-04-07 01:21:23	508438
1292387	"1"	"Train"	2012-04-07 01:21:24	821112
1292387	"1"	"Train"	2012-04-07 01:21:24	508443
1292387	"1"	"Train"	2012-04-07 01:21:24	86638
1292387	"1"	"Train"	2012-04-07 01:21:24	208360
1292387	"1"	"Train"	2012-04-07 01:21:25	772060
421099	"1"	"Train"	2012-04-07 01:22:05	649908
1405598	"1"	"Train"	2012-04-07 01:23:01	541933
1292387	"1"	"Train"	2012-04-07 01:23:07	201339
919652	"1"	"Train"	2012-04-07 01:24:05	743921
421099	"1"	"Train"	2012-04-07 01:24:31	564444
1210397	"1"	"Train"	2012-04-07 01:25:07	845555
1405598	"1"	"Train"	2012-04-07 01:25:23	1051409
949746	"1"	"Test"	2012-04-07 01:25:28	587200
1405598	"1"	"Train"	2012-04-07 01:26:09	901401
144466	"2"	"Test"	2012-04-07 01:32:36	1041209
144466	"2"	"Test"	2012-04-07 01:32:37	377337
144466	"2"	"Test"	2012-04-07 01:32:39	614494
144466	"2"	"Test"	2012-04-07 01:32:39	448427
144466	"2"	"Test"	2012-04-07 01:32:39	1014730
144466	"2"	"Test"	2012-04-07 01:32:39	1104317
144466	"2"	"Test"	2012-04-07 01:32:39	643233
144466	"2"	"Test"	2012-04-07 01:32:40	171400
144466	"2"	"Test"	2012-04-07 01:32:41	162466
144466	"2"	"Test"	2012-04-07 01:32:41	636190
144466	"2"	"Test"	2012-04-07 01:32:41	381975
19941	"1"	"Train"	2012-04-07 01:34:11	465971
19941	"1"	"Train"	2012-04-07 01:34:11	1091813
19941	"1"	"Train"	2012-04-07 01:34:13	1069693
19941	"1"	"Train"	2012-04-07 01:34:15	399121
19941	"1"	"Train"	2012-04-07 01:34:15	934511
19941	"1"	"Train"	2012-04-07 01:34:17	394964
19941	"1"	"Train"	2012-04-07 01:34:18	945739
19941	"1"	"Train"	2012-04-07 01:34:18	174098
19941	"1"	"Train"	2012-04-07 01:34:18	196580
19941	"1"	"Train"	2012-04-07 01:34:18	459959
19941	"1"	"Train"	2012-04-07 01:34:18	456346
19941	"1"	"Train"	2012-04-07 01:34:18	1043903
19941	"1"	"Train"	2012-04-07 01:34:19	551068
19941	"1"	"Train"	2012-04-07 01:34:19	679359
19941	"1"	"Train"	2012-04-07 01:34:19	534955
19941	"1"	"Train"	2012-04-07 01:34:19	61035
19941	"1"	"Train"	2012-04-07 01:34:19	130679
19941	"1"	"Train"	2012-04-07 01:34:19	234682
19941	"1"	"Train"	2012-04-07 01:34:20	1080511
19941	"1"	"Train"	2012-04-07 01:34:20	278511
19941	"1"	"Train"	2012-04-07 01:34:20	850643
19941	"1"	"Train"	2012-04-07 01:34:20	597725
19941	"1"	"Train"	2012-04-07 01:34:20	749963
19941	"1"	"Train"	2012-04-07 01:34:20	607038
19941	"1"	"Train"	2012-04-07 01:34:21	553667
19941	"1"	"Train"	2012-04-07 01:34:21	544872
19941	"1"	"Train"	2012-04-07 01:34:21	928272
19941	"1"	"Train"	2012-04-07 01:34:21	453876
19941	"1"	"Train"	2012-04-07 01:34:21	509435
19941	"1"	"Train"	2012-04-07 01:34:21	840480
19941	"1"	"Train"	2012-04-07 01:34:21	193430
19941	"1"	"Train"	2012-04-07 01:34:21	249863
19941	"1"	"Train"	2012-04-07 01:34:21	150202
1200153	"1"	"Test"	2012-04-07 01:35:13	380631
1200153	"1"	"Test"	2012-04-07 01:36:23	897896
144466	"2"	"Test"	2012-04-07 01:40:20	299932
19941	"1"	"Train"	2012-04-07 01:42:51	172248
447922	"1"	"Test"	2012-04-07 01:43:03	1062875
19941	"1"	"Train"	2012-04-07 01:43:32	709985
919652	"1"	"Train"	2012-04-07 01:45:36	670878
144466	"2"	"Test"	2012-04-07 01:45:43	395981
144466	"2"	"Test"	2012-04-07 01:45:46	788041
144466	"2"	"Test"	2012-04-07 01:45:47	377336
144466	"2"	"Test"	2012-04-07 01:45:48	779489
144466	"2"	"Test"	2012-04-07 01:45:48	46841
144466	"2"	"Test"	2012-04-07 01:45:51	15326
1117082	"1"	"Train"	2012-04-07 01:46:26	22731
1117082	"1"	"Train"	2012-04-07 01:47:15	309053
1117082	"1"	"Train"	2012-04-07 01:47:15	553244
447922	"1"	"Test"	2012-04-07 01:47:33	1045226
19941	"1"	"Train"	2012-04-07 01:48:30	372370
1170893	"1"	"Train"	2012-04-07 01:49:56	810885
1170893	"1"	"Train"	2012-04-07 01:50:33	635097
447922	"1"	"Test"	2012-04-07 01:52:40	796400
447922	"1"	"Test"	2012-04-07 01:54:33	64612
447922	"1"	"Test"	2012-04-07 01:54:33	64614
447922	"1"	"Test"	2012-04-07 01:54:33	153998
447922	"1"	"Test"	2012-04-07 01:54:33	502147
447922	"1"	"Test"	2012-04-07 01:54:34	1046587
447922	"1"	"Test"	2012-04-07 01:56:10	744102
447922	"1"	"Test"	2012-04-07 01:57:23	779793
1170893	"1"	"Train"	2012-04-07 01:58:06	675598
1170893	"1"	"Train"	2012-04-07 01:58:47	474795
919652	"1"	"Train"	2012-04-07 01:58:57	676642
1170893	"1"	"Train"	2012-04-07 01:59:14	1101102
1170893	"1"	"Train"	2012-04-07 02:00:13	246613
1170893	"1"	"Train"	2012-04-07 02:00:33	197452
1170893	"1"	"Train"	2012-04-07 02:00:45	11623
1170893	"1"	"Train"	2012-04-07 02:01:00	15520
1170893	"1"	"Train"	2012-04-07 02:01:18	522836
1170893	"1"	"Train"	2012-04-07 02:01:27	489665
447922	"1"	"Test"	2012-04-07 02:02:13	624395
1170893	"1"	"Train"	2012-04-07 02:02:41	617234
19941	"1"	"Train"	2012-04-07 02:03:08	91068
447922	"1"	"Test"	2012-04-07 02:04:05	651177
19941	"1"	"Train"	2012-04-07 02:06:06	245379
19941	"1"	"Train"	2012-04-07 02:07:56	669201
936160	"1"	"Test"	2012-04-07 02:09:47	563046
1117082	"1"	"Train"	2012-04-07 02:12:58	3367
936160	"1"	"Test"	2012-04-07 02:14:21	876468
882179	"1"	"Train"	2012-04-07 02:19:59	305265
1117082	"1"	"Train"	2012-04-07 02:24:45	781731
882179	"1"	"Train"	2012-04-07 02:27:15	703540
1239057	"1"	"Train"	2012-04-07 02:28:11	180247
882179	"1"	"Train"	2012-04-07 02:29:11	177077
882179	"1"	"Train"	2012-04-07 02:29:11	1060513
882179	"1"	"Train"	2012-04-07 02:29:12	511687
882179	"1"	"Train"	2012-04-07 02:29:12	582633
882179	"1"	"Train"	2012-04-07 02:29:13	286408
19941	"1"	"Train"	2012-04-07 02:29:57	1076794
1239057	"1"	"Train"	2012-04-07 02:29:57	95727
1239057	"1"	"Train"	2012-04-07 02:31:05	355016
1117082	"1"	"Train"	2012-04-07 02:32:44	404511
1239057	"1"	"Train"	2012-04-07 02:35:30	1104864
1239057	"1"	"Train"	2012-04-07 02:37:28	768694
991938	"1"	"Test"	2012-04-07 02:38:54	315433
692257	"1"	"Test"	2012-04-07 02:39:07	1046311
1014250	"1"	"Test"	2012-04-07 02:39:52	1060540
991938	"1"	"Test"	2012-04-07 02:41:54	770369
991938	"1"	"Test"	2012-04-07 02:45:02	534205
991938	"1"	"Test"	2012-04-07 02:47:42	1032174
991938	"1"	"Test"	2012-04-07 02:49:42	473411
692257	"1"	"Test"	2012-04-07 02:53:12	776845
1210397	"1"	"Train"	2012-04-07 02:58:22	745007
1117082	"1"	"Train"	2012-04-07 03:06:15	258699
1117082	"1"	"Train"	2012-04-07 03:07:29	896328
1117082	"1"	"Train"	2012-04-07 03:07:30	898126
1117082	"1"	"Train"	2012-04-07 03:07:30	1053879
131328	"1"	"Train"	2012-04-07 03:11:07	467110
131328	"1"	"Train"	2012-04-07 03:12:45	562511
131328	"1"	"Train"	2012-04-07 03:19:13	634513
131328	"1"	"Train"	2012-04-07 03:22:53	1011723
1210397	"1"	"Train"	2012-04-07 03:25:34	523577
1210397	"1"	"Train"	2012-04-07 03:27:57	498983
822339	"1"	"Train"	2012-04-07 03:35:46	558419
822339	"1"	"Train"	2012-04-07 03:43:06	185464
822339	"1"	"Train"	2012-04-07 03:45:31	118158
822339	"1"	"Train"	2012-04-07 03:48:54	553833
105307	"1"	"Train"	2012-04-07 03:49:54	854446
421099	"1"	"Train"	2012-04-07 03:50:07	848117
822339	"1"	"Train"	2012-04-07 03:50:32	311320
421099	"1"	"Train"	2012-04-07 03:51:29	449387
105307	"1"	"Train"	2012-04-07 03:55:25	324291
902742	"1"	"Test"	2012-04-07 03:55:44	467041
902742	"1"	"Test"	2012-04-07 03:56:31	276033
421099	"1"	"Train"	2012-04-07 04:04:57	100093
421099	"1"	"Train"	2012-04-07 04:06:07	190903
421099	"1"	"Train"	2012-04-07 04:07:09	690192
421099	"1"	"Train"	2012-04-07 04:09:37	1057494
105307	"1"	"Train"	2012-04-07 04:14:03	1022298
105307	"1"	"Train"	2012-04-07 04:14:04	811624
105307	"1"	"Train"	2012-04-07 04:14:05	788173
105307	"1"	"Train"	2012-04-07 04:14:05	852969
105307	"1"	"Train"	2012-04-07 04:14:07	649876
82522	"1"	"Train"	2012-04-07 04:25:09	74411
82522	"1"	"Train"	2012-04-07 04:25:53	825146
82522	"1"	"Train"	2012-04-07 04:25:53	470778
82522	"1"	"Train"	2012-04-07 04:25:53	674602
82522	"1"	"Train"	2012-04-07 04:25:53	336282
82522	"1"	"Train"	2012-04-07 04:25:54	954689
82522	"1"	"Train"	2012-04-07 04:25:54	966423
82522	"1"	"Train"	2012-04-07 04:26:54	418416
82522	"1"	"Train"	2012-04-07 04:27:26	311680
82522	"1"	"Train"	2012-04-07 04:27:26	841884
105307	"1"	"Train"	2012-04-07 04:29:00	1104489
82522	"1"	"Train"	2012-04-07 04:30:17	1045411
105307	"1"	"Train"	2012-04-07 04:31:21	764428
105307	"1"	"Train"	2012-04-07 04:33:51	299453
82522	"1"	"Train"	2012-04-07 04:36:48	1016222
82522	"1"	"Train"	2012-04-07 04:37:30	958118
82522	"1"	"Train"	2012-04-07 04:37:30	667819
82522	"1"	"Train"	2012-04-07 04:37:30	1073619
82522	"1"	"Train"	2012-04-07 04:37:31	1020250
105307	"1"	"Train"	2012-04-07 04:41:27	307350
82522	"1"	"Train"	2012-04-07 04:45:36	813773
82522	"1"	"Train"	2012-04-07 04:48:14	480473
82522	"1"	"Train"	2012-04-07 04:48:14	966044
82522	"1"	"Train"	2012-04-07 04:48:14	287137
82522	"1"	"Train"	2012-04-07 04:48:14	480383
82522	"1"	"Train"	2012-04-07 04:48:15	480573
82522	"1"	"Train"	2012-04-07 04:48:15	64121
82522	"1"	"Train"	2012-04-07 04:48:15	780317
82522	"1"	"Train"	2012-04-07 04:48:16	267841
82522	"1"	"Train"	2012-04-07 04:48:18	583366
82522	"1"	"Train"	2012-04-07 04:48:19	70537
82522	"1"	"Train"	2012-04-07 04:48:19	14504
938449	"1"	"Train"	2012-04-07 04:50:26	362225
938449	"1"	"Train"	2012-04-07 04:52:23	958782
938449	"1"	"Train"	2012-04-07 04:54:53	638926
105307	"1"	"Train"	2012-04-07 04:55:39	637025
105307	"1"	"Train"	2012-04-07 04:55:40	92029
938449	"1"	"Train"	2012-04-07 04:58:24	23823
105307	"1"	"Train"	2012-04-07 05:00:36	668411
938449	"1"	"Train"	2012-04-07 05:00:56	130751
105307	"1"	"Train"	2012-04-07 05:01:05	506012
82522	"1"	"Train"	2012-04-07 05:03:05	807730
82522	"1"	"Train"	2012-04-07 05:03:31	845024
82522	"1"	"Train"	2012-04-07 05:06:02	401451
82522	"1"	"Train"	2012-04-07 05:11:26	229047
82522	"1"	"Train"	2012-04-07 05:12:07	545655
105307	"1"	"Train"	2012-04-07 05:14:31	1052505
105307	"1"	"Train"	2012-04-07 05:18:00	45363
105307	"1"	"Train"	2012-04-07 05:18:25	134716
105307	"1"	"Train"	2012-04-07 05:21:35	385708
105307	"1"	"Train"	2012-04-07 05:22:50	587333
105307	"1"	"Train"	2012-04-07 05:23:28	1072169
105307	"1"	"Train"	2012-04-07 05:24:26	688359
105307	"1"	"Train"	2012-04-07 05:25:59	343294
105307	"1"	"Train"	2012-04-07 05:27:41	233885
105307	"1"	"Train"	2012-04-07 05:28:19	882181
105307	"1"	"Train"	2012-04-07 05:28:57	744341
105307	"1"	"Train"	2012-04-07 05:30:11	484576
105307	"1"	"Train"	2012-04-07 05:36:32	914509
832552	"1"	"Test"	2012-04-07 05:42:06	963480
832552	"1"	"Test"	2012-04-07 05:42:06	578948
832552	"1"	"Test"	2012-04-07 05:42:07	327827
832552	"1"	"Test"	2012-04-07 05:45:10	208360
832552	"1"	"Test"	2012-04-07 05:45:10	533964
832552	"1"	"Test"	2012-04-07 05:45:46	205648
41346	"1"	"Train"	2012-04-07 05:52:41	900542
105307	"1"	"Train"	2012-04-07 05:54:21	574130
105307	"1"	"Train"	2012-04-07 05:54:22	246487
105307	"1"	"Train"	2012-04-07 05:54:24	1090167
105307	"1"	"Train"	2012-04-07 05:54:25	839703
105307	"1"	"Train"	2012-04-07 05:54:27	626883
105307	"1"	"Train"	2012-04-07 05:54:27	1101102
105307	"1"	"Train"	2012-04-07 05:54:27	811858
105307	"1"	"Train"	2012-04-07 05:54:28	209532
105307	"1"	"Train"	2012-04-07 05:54:28	37137
105307	"1"	"Train"	2012-04-07 05:54:29	845110
447922	"1"	"Test"	2012-04-07 05:57:02	634595
447922	"1"	"Test"	2012-04-07 05:57:03	779955
447922	"1"	"Test"	2012-04-07 05:57:03	695205
656865	"1"	"Train"	2012-04-07 05:57:41	799417
656865	"1"	"Train"	2012-04-07 05:57:41	764156
656865	"1"	"Train"	2012-04-07 05:57:42	611159
656865	"1"	"Train"	2012-04-07 05:57:42	632820
656865	"1"	"Train"	2012-04-07 05:57:42	370859
252341	"1"	"Train"	2012-04-07 05:58:58	597538
1208219	"1"	"Test"	2012-04-07 05:59:54	1028510
105307	"1"	"Train"	2012-04-07 06:00:29	591911
447922	"1"	"Test"	2012-04-07 06:01:02	1100574
447922	"1"	"Test"	2012-04-07 06:01:03	234931
1208219	"1"	"Test"	2012-04-07 06:02:06	509532
1208219	"1"	"Test"	2012-04-07 06:02:07	1017372
1208219	"1"	"Test"	2012-04-07 06:02:07	590237
252341	"1"	"Train"	2012-04-07 06:03:11	470452
252341	"1"	"Train"	2012-04-07 06:03:11	1021887
252341	"1"	"Train"	2012-04-07 06:03:11	78264
252341	"1"	"Train"	2012-04-07 06:03:13	585467
252341	"1"	"Train"	2012-04-07 06:03:13	750452
252341	"1"	"Train"	2012-04-07 06:03:14	458801
105307	"1"	"Train"	2012-04-07 06:05:54	901975
105307	"1"	"Train"	2012-04-07 06:05:54	273821
105307	"1"	"Train"	2012-04-07 06:05:54	882343
105307	"1"	"Train"	2012-04-07 06:05:55	51959
105307	"1"	"Train"	2012-04-07 06:05:55	274203
105307	"1"	"Train"	2012-04-07 06:05:55	634845
105307	"1"	"Train"	2012-04-07 06:05:55	1097646
105307	"1"	"Train"	2012-04-07 06:05:55	637026
105307	"1"	"Train"	2012-04-07 06:05:55	803383
57714	"1"	"Train"	2012-04-07 06:15:19	241948
447922	"1"	"Test"	2012-04-07 06:36:02	862930
447922	"1"	"Test"	2012-04-07 06:37:26	632693
447922	"1"	"Test"	2012-04-07 06:39:38	1001528
447922	"1"	"Test"	2012-04-07 06:40:37	878815
447922	"1"	"Test"	2012-04-07 06:44:15	813353
1263855	"1"	"Test"	2012-04-07 06:49:43	787663
1263855	"1"	"Test"	2012-04-07 06:49:48	317579
1263855	"1"	"Test"	2012-04-07 06:49:48	863471
1263855	"1"	"Test"	2012-04-07 06:49:48	596634
1263855	"1"	"Test"	2012-04-07 06:49:49	854340
1263855	"1"	"Test"	2012-04-07 06:49:51	555277
783752	"1"	"Test"	2012-04-07 06:53:45	616263
783752	"1"	"Test"	2012-04-07 06:54:47	746936
783752	"1"	"Test"	2012-04-07 06:56:19	149490
783752	"1"	"Test"	2012-04-07 06:56:19	558318
783752	"1"	"Test"	2012-04-07 06:56:19	29711
783752	"1"	"Test"	2012-04-07 06:56:19	1051950
783752	"1"	"Test"	2012-04-07 06:56:20	160203
889377	"3"	"Train"	2012-04-07 06:58:14	217317
70307	"1"	"Train"	2012-04-07 07:01:19	600506
783752	"1"	"Test"	2012-04-07 07:02:07	916367
783752	"1"	"Test"	2012-04-07 07:02:08	582756
248599	"2"	"Train"	2012-04-07 07:03:07	177824
70307	"1"	"Train"	2012-04-07 07:03:25	924757
70307	"1"	"Train"	2012-04-07 07:06:37	546257
248599	"2"	"Train"	2012-04-07 07:07:39	90088
70307	"1"	"Train"	2012-04-07 07:08:02	1077327
1344341	"1"	"Test"	2012-04-07 07:09:31	455502
70307	"1"	"Train"	2012-04-07 07:12:00	332020
1344341	"1"	"Test"	2012-04-07 07:13:25	148793
70307	"1"	"Train"	2012-04-07 07:15:39	600486
1344341	"1"	"Test"	2012-04-07 07:15:49	510031
1344341	"1"	"Test"	2012-04-07 07:15:50	593851
761404	"1"	"Train"	2012-04-07 07:17:47	1898
761404	"1"	"Train"	2012-04-07 07:17:48	601951
761404	"1"	"Train"	2012-04-07 07:17:49	2435
761404	"1"	"Train"	2012-04-07 07:17:50	301926
761404	"1"	"Train"	2012-04-07 07:17:51	479025
1344341	"1"	"Test"	2012-04-07 07:33:39	67138
1344341	"1"	"Test"	2012-04-07 07:35:45	283168
1344341	"1"	"Test"	2012-04-07 07:35:45	202505
1344341	"1"	"Test"	2012-04-07 07:35:45	973611
1344341	"1"	"Test"	2012-04-07 07:35:45	1084398
1344341	"1"	"Test"	2012-04-07 07:35:45	334526
1344341	"1"	"Test"	2012-04-07 07:35:45	587106
461186	"1"	"Train"	2012-04-07 07:36:52	1021962
387502	"1"	"Train"	2012-04-07 07:37:18	632776
783752	"1"	"Test"	2012-04-07 07:39:37	851589
783752	"1"	"Test"	2012-04-07 07:41:08	16581
690543	"1"	"Train"	2012-04-07 07:43:26	498800
461186	"1"	"Train"	2012-04-07 07:51:23	874265
854284	"1"	"Test"	2012-04-07 07:51:48	942958
461186	"1"	"Train"	2012-04-07 07:52:39	1097347
854284	"1"	"Test"	2012-04-07 07:53:32	570631
387502	"1"	"Train"	2012-04-07 07:53:34	836431
461186	"1"	"Train"	2012-04-07 07:57:52	373655
854284	"1"	"Test"	2012-04-07 08:00:20	920025
854284	"1"	"Test"	2012-04-07 08:00:20	811927
854284	"1"	"Test"	2012-04-07 08:00:20	301285
461186	"1"	"Train"	2012-04-07 08:00:54	1054639
461186	"1"	"Train"	2012-04-07 08:01:38	499523
387502	"1"	"Train"	2012-04-07 08:02:09	638655
851748	"1"	"Test"	2012-04-07 08:03:32	916693
851748	"1"	"Test"	2012-04-07 08:03:33	606628
851748	"1"	"Test"	2012-04-07 08:03:33	1061435
387502	"1"	"Train"	2012-04-07 08:05:00	136485
1101918	"3"	"Train"	2012-04-07 08:07:20	518272
1101918	"3"	"Train"	2012-04-07 08:07:26	695652
1101918	"3"	"Train"	2012-04-07 08:07:26	1058328
1101918	"3"	"Train"	2012-04-07 08:09:04	556632
851748	"1"	"Test"	2012-04-07 08:13:10	802560
851748	"1"	"Test"	2012-04-07 08:13:21	459918
851748	"1"	"Test"	2012-04-07 08:13:21	555202
851748	"1"	"Test"	2012-04-07 08:13:21	475880
851748	"1"	"Test"	2012-04-07 08:13:22	558400
387502	"1"	"Train"	2012-04-07 08:14:44	60776
851748	"1"	"Test"	2012-04-07 08:16:05	203168
851748	"1"	"Test"	2012-04-07 08:16:05	874026
851748	"1"	"Test"	2012-04-07 08:16:06	149498
387502	"1"	"Train"	2012-04-07 08:17:30	458481
387502	"1"	"Train"	2012-04-07 08:17:30	146212
111777	"1"	"Train"	2012-04-07 08:20:04	675646
1261017	"1"	"Train"	2012-04-07 08:20:53	1102684
1261017	"1"	"Train"	2012-04-07 08:23:03	204585
764249	"1"	"Train"	2012-04-07 08:27:03	750946
1237620	"1"	"Train"	2012-04-07 08:27:46	846247
619480	"1"	"Train"	2012-04-07 08:28:10	854446
1045392	"1"	"Train"	2012-04-07 08:28:28	846208
930422	"1"	"Train"	2012-04-07 08:28:31	771705
619480	"1"	"Train"	2012-04-07 08:29:20	39163
1237620	"1"	"Train"	2012-04-07 08:29:46	546359
764249	"1"	"Train"	2012-04-07 08:35:31	843060
930422	"1"	"Train"	2012-04-07 08:36:05	225502
1045392	"1"	"Train"	2012-04-07 08:37:00	1059103
1045392	"1"	"Train"	2012-04-07 08:37:01	489665
